,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,timestep
139,-1003.4150871704749,-1541.2291021139968,-1312.1052673090837,-911.9188772179662,-1080.31673608791,-1370.0765673895353,35840
140,-1068.5229288594737,-1081.9275402693984,-1238.0140515463074,-1651.654771505205,-1713.3943932220568,-1075.650969635597,36096
141,-929.1067612798529,-1329.8032041924841,-1026.2445834664868,-1093.0591948417284,-1563.2031151803776,-1180.2359524453566,36352
142,-1363.4523413934455,-1393.1565556888338,-1213.2974799745007,-1008.9760446658848,-1198.0861113869762,-1176.2761521070017,36608
143,-893.7145053197262,-1336.858848867886,-1093.0283929424895,-969.4806182128219,-1094.4164310994045,-1079.481031934652,36864
144,-1437.1774230149974,-1084.7235165411564,-1572.0254561765835,-910.3426701163238,-1002.5885021435264,-1116.7135061679344,37120
145,-1149.3486729473032,-1076.7116904601714,-1338.376172439887,-1382.7697553057276,-1040.774384358296,-873.3395480546052,37376
146,-916.9211854562154,-1070.1777637654181,-1011.5043130943636,-1524.9430116706362,-999.5161083427635,-974.3770508767394,37632
147,-1444.6571721736916,-1510.699095068062,-1473.2851131861999,-1003.4395713090357,-1624.3872233584666,-1089.6670102761896,37888
148,-1070.7445930121974,-1008.8312739603025,-1011.450844902683,-1074.315224123309,-1012.9266199282529,-1147.0424946769117,38144
149,-926.3833077292235,-1012.4439033388132,-1040.1006626305543,-1056.0736275082554,-1483.1048306854184,-986.3424521600812,38400
150,-989.0287742098712,-1246.4743314437185,-1303.755067077057,-1006.1770692300497,-1310.792395343078,-1128.3666484089854,38656
151,-1144.420578502051,-1364.9176564631432,-1229.393025817507,-871.473944583547,-1018.1203534131332,-1035.5990169875467,38912
152,-1137.345978367454,-1015.8614485303963,-1299.7717132211626,-775.7099137301418,-1445.401045485262,-978.5374400858385,39168
153,-1107.0237111316058,-1083.6335057095027,-1505.940756199909,-899.3785886752225,-1441.2260974134517,-1090.5283719155136,39424
154,-1303.463160701501,-1534.1545509157243,-949.3094973212297,-1022.7383292015693,-1628.7539745502515,-1342.7990859094548,39680
155,-776.5848594802573,-1058.2304420260884,-1284.6710240850116,-980.5289611591799,-1294.8164498361182,-1497.7938488524792,39936
156,-1229.8625837001828,-1024.1075293762551,-1432.2335679337702,-1530.692321947579,-1195.8009354138608,-1295.823353235663,40192
157,-912.7612507900038,-1028.6165594263468,-969.1577954399444,-1056.4117081633644,-1097.335510481459,-821.5794945714299,40448
158,-1105.923927508081,-1012.7594407444669,-1001.2968805742672,-1005.0977826998941,-1161.8028202632327,-1239.5661651855835,40704
159,-1001.9851442061737,-1120.716045151329,-1115.9214539028724,-1096.9049492519143,-1004.8467546485087,-1071.466841133255,40960
160,-1035.6369424954385,-982.5177976250692,-1127.8275916610314,-1489.1454616915462,-1097.250227974179,-1330.3247637741367,41216
161,-1100.3414909947637,-1102.1388245363648,-1158.8041057449946,-1191.367325471113,-1149.0328105761134,-1022.6168382574094,41472
162,-1164.9188756648452,-850.178977909811,-1108.4409669065765,-1432.7479953502047,-1007.6387790021367,-1274.748723960339,41728
163,-1264.1227921251248,-1383.9959303592527,-1043.3276148342454,-1350.2064208701015,-1001.848509294607,-1387.3125973393587,41984
164,-1228.7197240586142,-1045.1710885965695,-903.283084242397,-1132.4256836863353,-1150.2076277710187,-858.9707686444987,42240
165,-853.3784787132537,-965.9889010505574,-1054.9133879959788,-983.7096135963062,-1081.217613384468,-957.9195976190753,42496
166,-1037.6726883437775,-995.6758472293149,-1422.5391502578339,-990.7167354121484,-1234.9607509226266,-1480.0132016734772,42752
167,-989.6194665982397,-1122.2184394047247,-1132.9761319632532,-1194.7149114699941,-1105.732274242633,-1150.9107865852363,43008
168,-1022.9315657587377,-1367.9164694470805,-1136.421648521621,-1466.2862156274732,-1081.23180952371,-859.1762230414182,43264
169,-1283.4910824401586,-984.2324197626556,-1512.461997688938,-1063.819763029871,-900.47936082414,-1144.2829137397903,43520
170,-1327.3242131434977,-995.5143331473687,-1316.1487138316566,-1209.331888995481,-1175.935068017263,-1004.6064847159242,43776
171,-1361.4986479897086,-982.797544602823,-1028.347986252908,-1113.5660348990987,-956.1613531627486,-1014.0922891101726,44032
172,-1106.8172659488464,-1134.761291396793,-1183.1902652874585,-838.1009130275032,-1397.0673470633842,-1204.5861170520852,44288
173,-1060.004823402118,-1119.649590146801,-1360.8392158655768,-1010.6989927934794,-1114.2828838692194,-1094.6301460742757,44544
174,-1156.5988882528604,-1045.350646923034,-1142.4640300024457,-891.4898654001491,-984.2116955288545,-1010.3187777142756,44800
175,-1051.5660830475365,-995.466647859675,-1200.3162854368072,-1644.2392512501276,-1275.9697717931226,-1116.1513962839606,45056
176,-1259.0418969389984,-1135.994352763693,-1018.7958043476908,-1200.9150528467621,-1232.0097438016667,-888.950216963213,45312
177,-991.5124500293578,-1073.8433807910021,-973.7001728661425,-1219.9579368425427,-1033.5482492078645,-1634.904860379747,45568
178,-1155.9329326138327,-1107.5991533315146,-1066.2733462943384,-1004.386425282125,-991.6797885945275,-1220.987079721824,45824
179,-1119.411408973004,-1111.1617429523012,-993.5316215616041,-1431.1369938610906,-1103.017560355866,-1241.4201776776747,46080
180,-923.0204629956356,-991.7369673142418,-1389.3768259082733,-1233.6518501548903,-1001.7425527397631,-1022.4127136118694,46336
181,-994.4477765127991,-1489.4795990846558,-1205.7301026418193,-975.0894333023265,-1009.9310661881725,-1156.2619738436965,46592
182,-1076.7815593921362,-1200.0707399087428,-1217.9884184095536,-887.7318960333414,-1006.1273152372639,-1026.0462863408802,46848
183,-1248.7281960075338,-1033.900020481281,-955.8399805508667,-1088.4657432684533,-894.5809092481608,-1033.273519037597,47104
184,-1025.6105134233019,-1012.2060072753935,-1376.165580004593,-881.8922678923817,-1348.344637576831,-1004.4382341999507,47360
185,-924.1145147745051,-1011.4917137550522,-1076.9486160237325,-1114.10625539147,-1570.6304737341645,-1412.0122613492633,47616
186,-1006.7413092924061,-1219.7801572543815,-1366.0574933342402,-1221.3170400576607,-1347.6182553823317,-1024.4172451613092,47872
187,-997.4437278340129,-1371.5167672808761,-1032.0158853690098,-1034.4602431942958,-1234.674684875427,-1015.8266516937117,48128
