,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,timestep
0,-139.64964088754644,-241.73964092310842,-85.85574500039444,-236.39950941869716,-121.37984732823833,-499.1532831240281,2000
1,-374.8792138354615,-364.0556596563694,-322.13093274263707,-492.46018323673155,-196.79097737590024,-99.54820210398431,4000
2,-136.80210180568673,-186.6865319791769,-360.935291690183,-71.3853568624385,-540.3865412095215,-218.15234553415468,6000
3,-366.01205124437456,-68.00915015954223,-385.99456387701895,-244.74173814466965,-435.0888562707635,-229.02991218511883,8000
4,-396.52758732445824,-418.303061353349,-1150.981548036749,-700.9229314878651,-298.5339006046705,-507.4800406907328,10000
5,-223.24752220620167,-733.8788556029773,-337.7782055386232,-501.8648591774436,-269.8259979007175,-279.5411712504546,12000
6,-505.8507445726047,-535.9128792815304,-446.84022103660243,-108.57435911707138,-205.91894930773697,-296.6080671344695,14000
7,-495.9986384660143,-139.98450148490835,-374.22216670834285,-425.36568935442705,-216.34318683930093,-440.69128884900255,16000
8,-208.42791125050994,-309.29127076470843,-362.13365223718506,-178.70996136329524,-250.97329425166646,-125.53159374540316,18000
9,-55.399927421569565,-117.28890575349484,-356.5098562298867,-226.07406156501128,-107.60420514070388,-230.239166158332,20000
10,-210.44347983480162,-194.27517189463265,-302.2867180528459,-158.02736709475454,-68.05544200161717,-267.2688991940406,22000
11,-254.9988695285651,-259.0910752324259,-177.919002042768,-148.2532743953796,-58.24056651586623,-157.19605479419715,24000
12,-179.37458621268894,-256.3459404257694,-65.08503226847529,-221.04126039216476,-84.521680269804,-128.75747964086506,26000
13,-224.48230050122604,-241.70980452794785,-248.16494411386088,-61.23092790047212,-187.6552600221175,-281.44801877508314,28000
14,-293.4550854895334,-210.3873363743378,-364.6900163203393,-183.67141386583444,-245.63609202257996,-264.26562430532357,30000
15,-139.3687523644612,-223.3953702759266,-173.99612433990785,-121.64126752642551,-129.08786601405447,-164.60068939856063,32000
16,-193.73564218625518,-278.196293904856,-241.5803011494489,-175.69384432469496,-181.58424689471116,-218.38198112256504,34000
17,-134.62008389935545,-188.0839934202582,-163.46250112674824,-252.7611267841705,-129.90412124894235,-196.80835482752724,36000
18,-137.98235897879127,-103.76552589649916,-220.2760484654509,-155.54955939092127,-205.51175110605004,-197.882030821653,38000
19,-168.32332575637724,-79.22486181172835,-84.38687954660362,-424.17520198557696,-82.6908824568486,-176.55978291199892,40000
20,-89.10272096886415,-72.0943249632663,-278.68139169349786,-38.841093525348754,-79.60776438280632,-127.7093583238152,42000
21,-198.1924666203921,-90.79765173552471,-173.5209798459566,-184.5090227516335,-199.66002266622962,-181.0857993819152,44000
22,-60.44208722338741,-104.46552523735494,-201.49016743266867,-155.82959085430764,-138.75042400063768,-128.40405834507405,46000
23,-31.338651515544086,-96.14569435735697,-129.78253314646733,-153.68460784021553,-82.5529492469839,-111.0847399921579,48000
24,-152.01608886794003,-242.57125458697894,-206.7020130484649,-265.7500277311424,-277.3606314049146,-203.90976015169014,50000
25,-227.9063659894404,-69.340287309621,-144.16594978810198,-121.86416812454371,-115.22030941040074,-177.45030109071564,52000
26,-249.4579665608929,-65.46463962158519,-124.66653546543752,-71.0822031616423,-102.91859267251921,-65.10842200343852,54000
27,-29.044502358148847,-57.44691386024841,-210.58488937715194,-70.80616669731585,-102.59475382582868,-95.27914736899551,56000
28,-277.46903212268694,-209.8991411547409,-254.7470214749803,-238.54024097809227,-278.2744729469952,-101.14359721546931,58000
29,-61.00121771268255,-51.65144073665414,-130.88108155412817,-82.14216696214649,-105.46547256141174,-82.5750231081186,60000
30,-123.88516391107291,-321.9950637972622,-172.50610446885466,-38.539945455908025,-140.15477058915738,-196.54943838107857,62000
31,-107.14783245784032,-118.83379455385065,-161.39099293865183,-51.69146387827338,-116.55552327127127,-194.51880485203878,64000
32,-37.35583742699906,-35.39485564344599,-94.7202551197438,-123.8540192757624,-66.99548295641938,-74.09143144822085,66000
33,-184.62841618541938,-82.21573360969457,-55.15789174714341,-201.83751938821655,-129.57897308525256,-129.76387045916934,68000
34,-85.79807304614542,-71.98472731089859,-215.09831584864338,36.30286859262733,-92.9297748019188,-49.0192413890081,70000
35,-125.70002883469012,-154.98298621933137,-141.47053356136996,-147.5648177461511,-183.89929159462878,-157.54680925707902,72000
36,-245.39225994016857,-252.3937782626856,-154.79661142966444,-170.9529527100837,-302.45307714361206,-123.6293641453147,74000
37,-46.375315222911965,-324.61522471939486,-193.73476586490403,-138.40524026455984,-264.2012935058617,-896.229829683362,76000
38,-189.96204281195782,-187.66113572042786,-109.78208578759661,-101.40033126366666,-244.805119284501,-305.3050865710979,78000
39,-160.9588884728738,-64.13193661829531,-281.1221041897096,-38.52646742400009,-201.422932312017,-54.394968557899695,80000
40,-234.33315771182708,-207.11108481143853,-166.6853003355095,-281.95276621400814,-80.0219761965303,-172.4513892569061,82000
41,-30.76523546588411,-17.971739433602682,-90.52745808102384,-145.92494899625402,-91.26029891767574,-66.82949806707305,84000
42,-4.635909998342819,-21.11304569733819,-41.69569175404536,-62.14319726658421,27.689059073848995,-42.09292427015173,86000
43,-51.63766814313924,-126.43080301720073,-98.41054194631411,-104.37102007457521,-54.971527092536526,-136.08975233369515,88000
44,-30.461843497400366,-26.765384549257902,-105.17195708646241,-232.7946565170886,-13.642128912445955,-18.455702892040208,90000
45,-278.3852315780871,-310.2885533124478,-197.68777685446224,-438.9242122991159,-282.3856260113294,-262.66438315830453,92000
46,-86.00640957401653,-14.646474765120573,-57.15829953869157,-44.79182897130214,-86.0554705094106,-85.22651489941529,94000
