,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,timestep
0,-166.29054312098242,-95.08599816274844,-510.174534271329,-471.0552540888815,-211.4637799320418,-113.2300579115203,2000
1,-220.7646050478844,-318.3922329859945,-118.83202148849412,-189.036706485561,-367.5213059874511,-211.48505252089444,4000
2,-225.78576786887191,-195.72486414784692,-290.4157089646436,-333.39579650921144,-400.90790564073734,-271.81448552224276,6000
3,-493.57345117670667,-377.4779923589522,-421.1159173375312,-709.7597793222536,-382.85114226256866,-144.0577712811462,8000
4,-232.13201811202566,-148.57574249572738,-228.82654943879857,-424.9406380551789,-162.09561717178207,-365.84594439760406,10000
5,-173.15227472639236,-160.1044789000967,-374.53832186320096,-179.387094960715,-339.2680836740602,-194.1274224796722,12000
6,-124.98127660448834,-116.68048577514845,-299.5617458119543,-423.94813180600374,-214.67304536008692,-402.15895768693076,16000
7,-421.22875067593185,-328.9954000968445,-234.7458975950446,-455.4838002345912,-464.3666374955631,-301.4829054662217,18000
8,-127.57171410502528,-167.79010018791874,-77.6583743601672,-152.54544422767606,-159.38773118629763,-130.78745071947208,20000
9,-138.62730500719636,-124.489816145103,-111.47859836138082,-131.86321262088842,-142.964606237667,-168.714517582238,22000
10,-155.56109724276206,-124.0510325116549,-267.553482507528,-162.30736451217365,-271.49418227626245,-207.96529690273357,24000
11,-170.91874061020292,-116.0862927723605,-107.23300913841025,-232.93772482732481,-275.2490975593223,-121.2442188678566,26000
12,-352.16544905885803,-229.35178251827216,-141.78789854027573,-286.25716870917034,-270.26029437580564,-354.8184479612104,28000
13,-270.82605045989914,-312.041773471811,-225.15642259591897,-310.7880398880426,-404.78608320004747,-169.2352846201103,30000
14,-239.22747774106003,-432.7208446405413,-378.7221054284601,-372.72624698190697,-429.892381114434,-128.74405758480293,32000
15,-107.6075665855549,-334.13605690528084,-169.1225644263489,-305.94182598815405,-158.76573917810748,-200.41587645704075,34000
16,-87.1454205572594,-98.06647809927402,-173.33577635038046,-158.55995839310242,-218.8612566680806,-279.9946409647255,36000
17,45.76174556142782,-181.13271376590473,-132.07543868401694,-119.82390323870163,-402.4295987693327,-220.8594566625419,38000
18,-55.475465071134295,-124.00955825993077,-127.55753188294015,-105.96981793479854,-132.31690269459244,-265.48884947042455,40000
19,-112.25041776032785,-158.30049068412296,-153.0447896796889,-166.8847973436483,-102.79947840515314,-133.87429497194933,42000
20,-79.44969203559535,-358.0586792506317,-288.28948815968533,-184.90872147992087,-309.588903714449,-189.9737712606476,44000
21,-215.62678846800094,-195.39243563596875,-337.4473725541243,-104.44872603425205,-90.31126541061376,-239.31173718218628,46000
22,-273.8396355177925,-326.44544094726444,-154.10672197163066,-121.29983851595026,-105.8393577438732,-222.5966165934743,48000
23,-71.12135520709862,-203.47444193821457,-235.30628732262085,-117.61678133163565,-157.02610262614817,-459.731508240482,50000
24,-236.17212936690342,-160.56206991773132,-224.76942293161756,-194.472580693723,-194.14012791591222,-116.95585281102143,52000
25,-132.33352331952995,-149.7732683159917,-147.5921396762754,-208.62576831256445,-182.35101842249068,-260.3922188035914,54000
26,-247.06251199037897,-142.8264878572255,-346.4126646291461,-267.8781249012841,-222.05358914625788,-139.64550044828815,56000
27,-235.6854316765378,-207.1180500027192,-116.44255236769396,-304.471850432676,-143.6287534658053,-238.01909956649442,58000
28,-134.27909585202838,-107.25413493896845,-131.35322347295408,-85.28368819764283,-197.67194399493584,-109.53376549585786,60000
29,-211.5015612304319,-179.84131687878607,-118.69393425865726,-158.8611559254948,-191.83450433295752,-187.13515081333458,62000
30,-144.77742632004396,-112.7229838861144,-126.19945996849968,-130.37887536161148,-63.15788244200862,-131.6268169591297,64000
31,-108.12283674446508,-112.47156183843869,-103.78378247717005,-273.7270804519769,-180.1372452846096,-248.76832996496293,66000
32,-85.35619931327506,-169.20051246584552,-177.31976832132233,-282.73559651707757,-160.69296530539538,-9.331646175898944,68000
33,-276.04668824706346,-630.4313781974123,-348.3030900455618,-397.29343540129366,-391.74258666923095,-383.6072595097655,70000
34,19.49811475645325,12.836592894878619,-106.31966091474776,-117.98789902877002,-128.8298095966105,-54.03501420764793,72000
35,-190.69796337543596,-133.3652100472313,-275.5925081589808,-191.1800688613892,-197.17247331044422,-51.77080750318616,74000
36,-100.64294419024137,-128.60813069876284,-113.91379083705323,-156.9092464334835,-105.2980844106357,-127.31193131727579,76000
37,-306.47841270216344,-201.65070771160288,-363.388128428185,-195.75278188891585,-366.7576741995126,-396.30872793622507,78000
38,-142.5675496125887,-62.88618964614871,-151.26526210935558,-140.10682044972927,-84.0891710738331,-137.49563077988898,80000
39,-23.225262244597282,-66.58744485104783,-95.9271789799252,-1.3806404568798822,12.281987303637049,-91.91868664205118,82000
40,-96.48074565066271,-109.12237001891725,-122.49317038863451,-90.32878398713777,-79.83295390934761,-14.853471337521867,84000
41,-3.0911460260763897,-23.69699154043569,-69.21016743839111,25.228638080526522,-67.88480056193566,-13.935013340730237,86000
42,-64.20978881491753,-124.2018985013932,40.755878280633326,-117.59120465024247,-166.79031407768548,-48.05525733142947,88000
43,-63.15183002703159,-81.03713325888381,-24.787693833088603,-55.34898868860836,-78.64052781702364,39.23422070191688,90000
44,46.25166606405813,3.0443805724545294,-122.6720233575733,-70.58856214977853,10.549613747167712,-130.2452976848359,92000
45,3.442320597767472,72.58233569485246,-23.041785083904113,24.02646347167167,1.7914288566415442,-7.337959746838182,94000
46,-103.19088202955162,-148.8876838628893,-40.15706053136846,-178.65491167374063,-62.0812098017916,8.043402278704844,96000
47,30.12797795616278,23.395205075018875,33.27318275660689,13.113502586292043,38.99763168163108,85.73966921745539,98000
48,2.020916367370664,-61.629558017264515,-51.60894482698425,-106.43068605967991,-122.62106233987072,-106.73927130595249,100000
49,49.82377521865944,2.7686183604035026,31.057074452895442,-25.80530071597359,2.176788653668217,12.901876006390419,102000
50,-62.59657636337296,-33.4806022126304,-218.11132435053895,-251.6898991140677,-44.58548610243416,-142.70769461252425,104000
51,11.477901330286848,-25.831430296644243,18.002734648296148,-18.04455331450801,54.91719989420529,48.96350596257484,106000
52,65.57524812249186,-61.60940480985125,13.228870555030843,-33.81997260752004,28.013910756905037,62.63751482437241,108000
53,40.999695897408934,62.000689559412486,41.22631768265416,33.499353995661565,-1.5698897299821701,-46.80031258057447,110000
54,-137.19381635508705,-152.44127060280792,-164.10399686336112,-199.64963812032624,-172.49771685193514,-162.37999086481372,112000
55,-86.5854200253826,-79.60274702212095,-74.78690553492567,45.19453385712754,-39.61915425904681,-48.49193856835393,114000
56,8.62144057305398,-129.13856230837737,96.6104787863448,-41.79592791528735,-68.53765566532226,-143.9092662443491,116000
57,-107.59119176123433,-73.4602427524432,-129.9626071130803,-34.51013687277033,-73.58395281881049,-12.60267398683058,118000
58,-57.51609833077376,-14.109899412122925,-23.71137032000432,-47.030246970936545,-79.7513280472047,19.559619096772654,120000
59,-85.30092562444115,36.14922655237875,-133.7190032464676,4.241956229221863,-117.64782199118443,-20.584500454494645,122000
60,-96.9276005033129,-65.36037121976378,-98.13734630251145,50.89439233331284,-149.57946694676832,-80.46047635879643,124000
61,17.647061618848888,-11.42343562674887,-50.527558013174385,37.137392895923035,38.63135075168129,-191.13789388122316,126000
62,71.12689412716169,44.78168983514147,-55.54586239217896,-36.13252283544317,6.308232229713309,53.6229304889661,128000
63,-167.26024152279473,-98.30342644424101,48.040673420418365,27.3342379357825,-88.81992329251308,92.21140082038099,130000
64,-136.41464617353802,-30.012541663373323,-219.2483577688404,-167.66483932184013,-178.45944788398037,-21.865264257298666,132000
